J. PO Date,D. PO Date,CB. PO Date,Job Number,Job Name,Location,State,jobstatus,Total Tons,Total LH,Profit,Plant Price,PP / Ton,Profit / LH,K1 Tons,K2 Tons,L2 Tons,L3 Tons,G2 Tons,G3 Tons,L4 Tons,JS Tons,salesperson,takeoffperson,Customer
4/18/2012,,,4312-0010,DRILCO,IRVINE,CA,D9,10.80867566,1.169986784,117.17,13377.38,1237.652089,100.1464303,0,6.55,0,0,0,4.1,0,0,Martha Leon,Martha Leon,"DUKE PACIFIC, INC."
2/10/2012,,,4312-0011A1,CATERPILLAR GUARD HOUSE,LEBEC,CA,D9,0.244297505,0.031818185,0,0,0,0,0.2,0,0,0,0,0,0,0,,,"PANELIZED STRUCTURES, INC"
1/17/2012,,,4312-0013,DICKS SPORTING GOODS SAN DIEGO,SAN DIEGO,CA,D9,63.08,15,929.72,76050.88,1205.625872,61.98133333,0.18,44.51,0,0,0,13.8,0,0,Dale Hansen,Lani Fabel,APEL
1/18/2012,,,4312-0014,OLD NAVY,CITRUS HEIGHTS,CA,D9,17.185,2.061041176,515.44,22683.4,1319.953448,250.0871918,0,10.515,0,0,0,5.17,0,0,Damon Hunter,Lani Fabel,LB CONSTRUCTION INC.
5/11/2012,,,4312-0020,COLLECTIONS BUILDINGS,OXNARD,CA,L9,16.5,2.343019217,882.62,27076.06,1640.973333,376.7019893,0,12.48,0,0,0,2.7,0,0,Damon Hunter,Guy Gibson,"JD2, INC."
2/3/2012,,,4312-0024,HOBBY LOBBYREMODEL,LAGUNA NIGUEL,CA,D9,5.941889405,0.607636333,303.84,8103.07,1363.719424,500.0359323,0,4.461495399,0,0,0,0,0,0,David Laylon,Roger Davis,HK&S IRON
2/10/2012,,,4312-0027,WARNER BROTHERS STUDIO- BLDG 121,BURBANK,CA,D9,6.56,0.508363605,1526.05,10928.05,1665.86128,3001.886812,0,0,6.38,0,0,0,0,0,Martha Leon,Lani Fabel,PLAS-TAL STEEL CONSTRUCTION
3/27/2012,,,4312-0035,ALSCO,SAN DIEGO,CA,D9,2.39,0.394583374,394.75,3792.47,1586.807531,1000.422283,0,1.97,0,0,0,0,0,0,Clay Ball,Clay Ball,ARCO MURRAY
4/18/2012,,,4312-0046,LES SCHWAB DINUBA #20113002,DINUBA,CA,D9,0,0,1361.22,1361.22,0,0,0,0,0,0,0,0,0,0,Damon Hunter,Lani Fabel,KD STEEL INC
12/17/2012,,,4312-0047,DOLLAR GENERAL,BAKERSFIELD,CA,L9,19.43,7.359,1819.88,24838,1278.332476,247.2999049,0.41,11.4,0,0,0,5.64,0,0,Chris Cline,Lani Fabel,"STEEL ENCOUNTERS, INC"
4/25/2012,,,4312-0048,LES SCHWAB FRESNO #20113004,FRESNO,CA,D9,0,0,1632.33,1632.33,0,0,0,0,0,0,0,0,0,0,Damon Hunter,Lani Fabel,FISHER METAL PRODUCTS
5/25/2012,,,4312-0061,GRATON CASINO,ROHNERT PARK,CA,D9,354.82782,36.58193189,14133.85,413973.1,1166.687268,386.3614979,0,0,2.357820034,327.89,0,0,0,0,Damon Hunter,Chris Cline,HERRICK CORPORATION
5/2/2012,,,4312-0077,P-111 MAG 39 &P1037 WAREHOUSE,CAMP PENDLETON ,CA,D9,83.33,9.056591034,5980.34,92080.7,1105.012601,660.3301372,0,0,69.24,0,0,0,0,0,Martha Leon,Martha Leon,MINSHEW STEEL CONSTRUCTION
6/7/2012,,,4312-0088,RUBBERMAID EXPANSION,VICTORVILLE ,CA,D9,240.8558893,26.47479102,2736.15,299694,1244.287615,103.3492577,0,0,0.905889273,142.52,0,57.76,29.83,0,Martha Leon,Guy Gibson,"DUKE PACIFIC, INC."
6/28/2012,,,4312-0094,OMP FONTANA LOGISTICS CENTER,FONTANA,CA,L9,555.6199554,60.42241287,2545.09,470302.17,846.4457862,42.12162142,0,0,0,348.4014587,0,179.3262482,0,0,Damon Hunter,Andrea Reynolds,"PANELIZED STRUCTURES, INC"
11/8/2012,,,4312-0138,GRIFOLS/BIOMAT PLASMA CENTER,BELLFLOWER,CA,L9,6.027979851,0.49088636,1078.05,7407.4,1228.836224,2196.129465,0,3.184389591,0,0,0,0,0,0,Chris Cline,Chris Cline,"STEEL ENCOUNTERS, INC"
10/11/2012,,,4312-0146,REPLACE ATRIUM SUNROOM GLAZING,LEMOORE,CA,D9,0.39,0.083636366,1100.83,1674.2,4292.820513,13162.09748,0.32,0,0,0,0,0,0,0,Martha Leon,Damon Hunter,VALLEY IRON WORKS
9/11/2012,,,4312-0149,HOME DEPOT #5037,REDLANDS,CA,L9,7.48,1.113749981,3457.42,12969,1733.823529,3104.305328,0,7.48,0,0,0,0,0,0,Mike Thompson,Customer List,STEELE SOLUTIONS INC
3/15/2013,,,4312-0164,4041 BRUNDAGE LN WAREHOUSE,BAKERSFIELD,CA,L9,7.81,1.765,1261.68,11799.5,1510.819462,714.8328612,0,0,7.61,0,0,0,0,0,Martha Leon,Andrea Reynolds,"PANELIZED STRUCTURES, INC"
11/2/2012,,,4312-0165,CALIFORNIA BORDER PATROL,LONG BEACH ,CA,D9,48.14,10.507,7655.32,68964.2,1432.575821,728.592367,0,0,26.52,18.57,0,0,0,0,Martha Leon,Inside,"RICHWELL STEEL CO., INC"
2/7/2013,,,4312-0194,LIFETIME FITNESS,LAGUNA NIGUEL,CA,D9,101.89,28.853,29191.17,230059.6,2257.921288,1011.720445,0,2.41,0,82.13,0,5.92,7.44,0,Mike Powell ,Dan Bigrigg,ENCORE STEEL INC.
12/21/2012,,,4312-0209,HYUNDAI KIA MOTORS TESTING FACILITY EXPA,CALIFORNIA CITY,CA,D9,13.31,3.421,1157.96,14961.7,1124.094666,338.4858229,0,9.93,0,0,0,0,0,0,Martha Leon,Lani Fabel,"OK WELDING, INC"
5/10/2013,,,4312-0210,DEPT OF SOCIAL SERVICES,PERRIS,CA,L9,68.3728433,7.4670434,1373.03,86678,1267.725544,183.8786688,0,34.51,0,6.064492226,0,24.54863548,0,0,Martha Leon,Jason Sibley ,"PANELIZED STRUCTURES, INC"
1/24/2013,,,4312-0213,DOLLAR GENERAL ,CALIFORNIA CITY ,CA,D9,21.65979564,2.792297736,1047.36,25898.4,1195.689952,375.0889408,0.350826234,12.04365444,0,0,0,5.337685585,0,0,Martha Leon,Andrea Reynolds,"MECHANICAL INDUSTRIES, INC."
5/2/2013,,,4313-0001,WIN HYUNDAI,CARSON,CA,D9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Martha Leon,Dan Bigrigg,STEEL TECH FABRICATION
8/28/2013,,,4313-0012,MICHELSON WTP,IRVINE,CA,L9,39.63806881,5.182196856,1503.56,51320.2,1294.719989,290.1394991,0,0,27,9.24806881,0,0,0,0,Chris Cline,Customer List,"STEEL ENCOUNTERS, INC"
4/8/2013,,,4313-0020,GOLD LINE EXP,LOS ANGELES,CA,L9,2.92,0.854,1435.22,4223.35,1446.35274,1680.58548,0,1.82,0,0,0,0,0,0,Chris Cline,Customer List,STEEL ENCOUNTERS - NW
3/12/2013,,,4313-0031,SAN BERNARDINO JOB ,SAN BERNARDINO,CA,L9,3.223721027,0.795454502,1591.54,6205.9,1925.073524,2000.793252,3.223721027,0,0,0,0,0,0,0,Inside,Customer List,BUSHWICK METALS
8/28/2013,,,4313-0038,BAKERSFIELD PIPE SUPPLY OFFICE & WAREHOU,SHAFTER,CA,D9,12.52440447,1.574748755,5511.62,20117.1,1606.232061,3499.999593,0,0,0,8.34,0,3.334404469,0,0,Tony King,Tony King,VALLEY STEEL CONSTRUCTION
6/14/2013,,,4313-0039,DOLLAR GENERAL #14138,TEHACHAPI,CA,L9,21.63,7.305,1449.73,27788.6,1284.724919,198.4572211,0.44,11.72,0,0,0,6.55,0,0,Chris Cline,Jason Sibley ,"STEEL ENCOUNTERS, INC"
5/22/2013,,,4313-0055,LES SCHWAB TIRE CENTER MING,BAKERSFIELD,CA,D9,8.3,3.224,776.79,12633,1522.048193,240.9398263,0,6.11,0,0,0,0.61,0,0,Tom VanGuilder,Andrea Reynolds,KD STEEL INC
11/27/2013,,,4313-0059,ANAHEIM CONCOURSE PHASE 2,ANAHEIM,CA,L9,283.3441,31.79348047,1803.88,372143.38,1313.397314,56.73741828,0,0,165.72,26.02156368,0,54.40251923,18.04210007,0,Martha Leon,Inside,"PANELIZED STRUCTURES, INC"
12/13/2013,,,4313-0060,ANAHEIM CONCOURSE PHASE 1,ANAHEIM,CA,D9,767.2442372,86.63662672,-23308.64,984432,1283.075131,-269.0390991,0,0,288.37,243.3757019,0,100.5981216,101.9904137,0,Tony King,Johnny Martinez,"DUKE PACIFIC, INC."
6/17/2013,,,4313-0069,LES SCHWAB PORTERVILLE,PORTERVILLE,CA,D9,8.64,3.193,554.85,9911.7,1147.1875,173.7707485,0,6.44,0,0,0,0.62,0,0,Tom VanGuilder,Jason Sibley ,KD STEEL INC
5/24/2013,,,4313-0076,4550 ALCOA AVE. - MEZZANINE,VERNON,CA,D9,5.07,1.488,626.54,5808.1,1145.581854,421.061828,0,0,4.5,0,0,0,0,0,Martha Leon,Johnny Martinez,"D&M STEEL, INC"
6/18/2013,,,4313-0094,LES SCHWAB OSWALD,BAKERSFIELD,CA,D9,7.32,2.794,627.99,10109,1381.010929,224.7637795,0,5.37,0,0,0,0.62,0,0,Tom VanGuilder,Dan Bigrigg,KD STEEL INC
1/30/2014,,,4313-0095,BUY BUY BABY,YORBA LINDA,CA,D9,28.84,9.91,1336.56,36464.2,1264.361997,134.8698285,0.56,17.15,0,0,0,8.18,0,0,Mike Powell ,Johnny Martinez,BASIC METALS
10/23/2013,,,4313-0107,TRACTOR SUPPLY CO,TEHACHAPI,CA,D9,22.06010477,3.148966253,978.79,29171.6,1322.36906,310.82899,0,0,16.23,0,0,4.140104771,0,0,Mike Powell ,Inside,"SAGUARO STEEL INDUSTRIES, LLC"
10/30/2013,,,4313-0110,RIO,MORENO VALLEY,CA,L9,603.78,106.16,-7423.39,677276.25,1121.726871,-69.9264318,0,2.53,65.32,529.94,0,0,0,0,Martha Leon,Chris Cline,JD2 INC.  -  DO NOT USE
1/20/2014,,,4313-0110A1,RIO,MORENO VALLEY,CA,D9,24.41,5.379,2226.56,30940.9,1267.550184,413.9356758,0,0,5.78,18.32,0,0,0,0,Martha Leon,,"JD2, INC."
12/13/2013,,,4313-0115,328 W. ARROW HWY,SAN DIMAS,CA,D9,38.16,9.627,626.69,47188.8,1236.603774,65.09712268,0,0,29.59,0,0,0,7.42,0,Tony King,Johnny Martinez,"DUKE PACIFIC, INC."
12/18/2013,,,4313-0119,300 N. BALDWIN PARK,CITY OF INDUSTRY,CA,D9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tony King,Johnny Martinez,R & A ROOF STRUCTURES
9/20/2013,,,4313-0171,AGUA MANSA COMMERCE CENTER,COLTON,CA,D9,580.5628215,62.30694094,-3686.75,642609.5,1106.873324,-59.17077527,2.292989969,33.56467056,382.92,1.511304021,0,123.0096436,1.359856367,0,Jim Fowler,Jason Sibley ,M&S STEEL CORPORATION
2/7/2014,,,4313-0180,MARK IV NEW OFFICE BLDG,NEWPORT BEACH ,CA,D9,14.07,3.338,1048.34,14630.95,1039.868515,314.0623128,0,0,4.08,8.27,0,0,0,0,Tony King,Jason Sibley ,"RICHWELL STEEL CO., INC"
11/22/2013,,,4313-0186,COLD STORAGE FOR BONIPAK,SANTA MARIA,CA,D9,28.35,9.093,865.05,30905.1,1090.126984,95.13361927,0,20.84,0,0,0,0,0,0,Tony King,Jason Sibley ,J&D FABRICATION & REPAIR
11/26/2013,,,4313-0194,RV STORAGE,SAN DIEGO,CA,L9,18.03,6.358,1094.32,24541.3,1361.136994,172.1170179,0,12.99,0,0,0,3.87,0,0,Chris Cline,Customer List,"STEEL ENCOUNTERS, INC"
10/18/2013,,,4313-0196,PERRIS VALLEY RIDGE,PERRIS,CA,L9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Martha Leon,Lani Fabel,"PANELIZED STRUCTURES, INC"
2/6/2014,,,4313-0205,SHEA BLDG 4 EXPANSION,ONTARIO,CA,L9,162.79,46.714,-1405.3,219093,1345.862768,-30.08305861,0,0,75.97,28.7,0,42.03,7.63,0,Martha Leon,Lani Fabel,"PANELIZED STRUCTURES, INC"
2/5/2014,,,4313-0206,DESERET INDUSTRIES FONTANA CA ,FONTANA,CA,D9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom VanGuilder,Tony King,KD STEEL INC
1/9/2014,,,4313-0219,BUFFALO WILD WINGS EL CAMINO NORTH ,OCEANSIDE,CA,L9,5,0.663681746,1173.73,7193.25,1438.65,1768.513309,0,4.21,0,0,0,0,0,0,Chris Cline,Jason Sibley ,"STEEL ENCOUNTERS, INC"
11/26/2013,,,4313-0238,NEW FACILITY FOR SIMMONS CONSTRUCTION,BAKERSFIELD,CA,D9,8.78,2.669,1377.73,16368,1864.236902,516.1970776,0,5.71,0,0,0,2.55,0,0,Tony King,Tony King,"SIMMONS CONSTRUCTION, INC."
1/28/2014,,,4313-0241,LA FITNESS ,WHITTIER,CA,D9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tony King,Tony King,PARADIGM STEEL FABRICATORS
1/8/2014,,,4313-0249,TASTEFUL SELECTIONS GEM,BAKERSFIELD,CA,L9,192.3933668,22.40353362,7842.46,253886,1319.6193,350.0546,0.350995779,56.27,41.91,43.95068359,0,31.10168743,0,0,Chris Cline,Jason Sibley ,GEM BUILDINGS
1/24/2014,,,4313-0257,LOWES POWAY,POWAY,CA,D9,140.96,42.54,453.76,168637.65,1196.351093,10.66666667,3,87.86,0,0,0,37.25,0,0,Tony King,Jason Sibley ,"BELL BROS STEEL, INC"
2/13/2014,,,4314-0001,JARED THE GALLERIA OF JEWELRY # 2551,TUSTIN,CA,D9,4.636243307,0.667681832,1504.54,7268.05,1567.659314,2253.378673,0.077122614,3.769120693,0,0,0,0,0,0,Tony King,Sheri Woolsey,"CROWN STEEL, INC."
4/3/2014,,,4314-0006,ALDI DIST CENTER & REGIONAL HEADQUARTERS,MORENO VALLEY ,CA,D9,1388.296531,167.0578117,0.64,1592676.85,1147.216617,0.003831009,0,0,528.12,347.6175842,86.13,163.6389465,188.64,0,Mike Powell ,Lani Fabel,SCHUFF STEEL MGMT COMPANY - SW
3/7/2014,,,4314-0012,AIRPORT BUSINESS CENTER,CAMARILLO,CA,D9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tony King,Jason Sibley ,"DUKE PACIFIC, INC."
2/20/2014,,,4314-0032,ADELANTO DETENTION CENTER ,ADELANTO,CA,D9,57.18,9.183582172,9301.16,87370.3,1527.987058,1012.803046,4.82,32.75,5.85,0,0,7.67,0,0,Ed Tyk,Tony King,BECK STEEL INC.
4/25/2014,,,4314-0034,MERCEDES BENZ WEST COAST CAMPUS,LONG BEACH ,CA,D9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tony King,Sheri Woolsey,"RICHWELL STEEL CO., INC"
2/28/2014,,,4314-0035,VONS STORE # 2724,CARLSBAD,CA,D9,91.6,22.065,2146.9,105696.6,1153.893013,97.29888964,0,0,49.91,12.63,0,22.13,0,0,Tony King,Sheri Woolsey,GRANT GENERAL CONTRACTORS
6/13/2014,,,4314-0038,GRAPERY COLD STORAGE,SHAFTER,CA,D9,4.67,1.283,754.6,6904.5,1478.479657,588.152767,0,0,3.82,0,0,0,0,0,Tony King,Tony King,"MECHANICAL INDUSTRIES, INC."
4/29/2014,,,4314-0040,HOWARD PROPERTIES,BURBANK ,CA,D9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tony King,Jason Sibley ,"DUKE PACIFIC, INC."
3/12/2014,,,4314-0042,NORTH PERRIS DISTRIBUTION CENTER ,PERRIS,CA,L9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Martha Leon,Jason Sibley ,"PANELIZED STRUCTURES, INC"
4/28/2014,,,4314-0047,ALMOND CORPORATE CENTER ,REDLANDS,CA,D9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tony King,Lani Fabel,"DUKE PACIFIC, INC."
3/19/2014,,,4314-0052,PERRY FORD UPDATE,POWAY,CA,D9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tony King,Sheri Woolsey,UNLIMITED DECKING 
3/27/2014,,,4314-0053,ARROYO STORAGE,LOS ANGELES,CA,D11,106.1051983,12.40283622,4961.34,144650,1363.269683,400.0165698,0,0,0.725126863,63.45360565,0,33.3368454,4.637297153,0,Tony King,Jason Sibley ,"DUKE PACIFIC, INC."
3/31/2014,,,4314-0057,CONSTRUCTION MANAGEMENT ,LOS ANGELES,CA,L9,3.94,1.454,918.52,6673.25,1693.718274,631.7193948,0,3.75,0,0,0,0,0,0,Tony King,Customer List,HEARTLAND ENG'D PRODUCTS - MI
6/25/2014,,,4314-0059,GRAND ISLAND VILLAGE SHELL BLDG,BAKERSFIELD,CA,D9,39.43,11.11,2955.06,48497,1229.951813,265.9819982,0.38,26.09,0,0,0,9.51,0,0,Tony King,Johnny Martinez,"MECHANICAL INDUSTRIES, INC."
7/9/2014,,,4314-0067,WEAPONS LAB AT SEAL BEACH ,SEAL BEACH ,CA,D9,80.3082032,7.356493115,3678.35,102129.4,1271.718155,500.0140614,0,10.61,64.52,0,0,0,0,0.218203202,Ed Tyk,Jason Sibley ,BECK STEEL INC.
3/11/2014,,,4314-0070,ROSS STORES- HOTEL PLATFORM,SHAFTER,CA,L9,5.6,2.24,1234.41,8548.5,1526.517857,551.0758929,0.07,5.5,0,0,0,0,0,0.03,Dan Mahlan,Customer List,STEELE SOLUTIONS INC
3/28/2014,,,4314-0071,UPS,ONTARIO,CA,L9,84.87,18.20102968,17747.73,140187.25,1651.788029,975.0948332,6.96,77.91,0,0,0,0,0,0,Dan Mahlan,Customer List,STEELE SOLUTIONS INC
4/16/2014,,,4314-0074,HOBBY LOBBY VESTIBULE,BURBANK,CA,D9,0.43,0.12,256.94,948,2204.651163,2141.166667,0.31,0,0,0,0,0,0,0,Tony King,Tony King,ABLE IRON WORKS
