Date Quoted,Job Number,Job Name,Location,State,Total Tons,MatCost,Total LH,Profit,Plant Price,Plant Price Ton,Profit LH,K1 Tons,K2 Tons,L2 Tons,L3 Tons,G2 Tons,G3 Tons,L4 Tons,JS Tons,Page,Coordinator,Salesperson,TakeoffPerson
2/24/2015,00-1-0001,ARTI TEST,,,0.78672111,552.4434,0,0,690.4516,877.6319727,0,0,0,0,0,0,0,0,0,0,ARTI.CHAND,Inside,Inside
9/10/2014,0000-0-00CA,C ANGELO TEST,,,0.73699161,661.715,0.152236907,608.9476272,1656.0312,2247.014995,4000,0.274394721,0.060709532,0.26509735,0,0,0.136790007,0,0,0,ANDREA.REYNOLDS,Inside,Inside
5/6/2014,0000-0-00KE,KOREN TEST,FALLON,NV,10.4059543,9179.937,3.173961293,12695.84517,30836.5493,2963.356211,4000,0,0.344063759,0,2.272464752,0,1.269428968,2.84026742,1.896245956,0,JOHNNY.MARTINEZ,Inside,Inside
4/5/2012,0000-0000AR,OPEN,OAKLAND,CA,424.6756804,360626.457,34.57727274,138309.091,590421.0026,1390.286823,4000,2.443623781,125.5219803,10.28713322,286.4229431,0,0,0,0,0,ANDREA.REYNOLDS,Chris Cline,Customer List
9/14/2015,0000-0000AS,AMY'S TEST JOB,SAN DIEGO,CA,9.777475119,8529.9021,1.047302365,0,12186.6615,1246.401689,0,0,7.043327808,0,0,0,0,0,0,0,,Andrea Reynolds,Andrea Reynolds
6/13/2016,0000-0000BS,BOB TEST,FALLON,NV,2732.975043,2277504.626,309.7239109,1238895.644,4578602.152,1675.317952,4000,0,0,0.41224131,1460.328125,0,0,1267.538818,0,0,JASON.SIBLEY,Inside,Inside
2/9/2016,0000-0000JM,T&C SAMPLE,FALLON,NV,785.3889119,512706.1322,96.63344464,386533.7786,1224861.36,1559.560291,4000,0.062809698,0,0.813385725,466.6112976,0.274560481,274.0479736,0,0,0,,Chris Cline,Bill Tutty
5/3/2016,0000-0016  ,JAIMIE TEST,ST GEORGE,UT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAIMIE.WALLACE,Chris Cline,Inside
4/2/2015,0000-0123  ,TEST,STOCKTON,CA,0.571398973,414.5138,0.112954542,451.8181682,1236.4911,2163.971511,4000,0.571398973,0,0,0,0,0,0,0,0,ANDREA.REYNOLDS,Inside,Inside
8/7/2012,0000-0958  ,TEST,STOCKTON,CA,2.293048143,1871.3925,1.177954674,4711.818695,10445.3024,4555.204142,4000,0,0,0,0,0,0,2.293048143,0,0,TIFFANY.MORRIS,Chris Cline,Chris Cline
12/18/2015,0000-1010  ,DECK TEST,SACRAMENTO,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANDREA.REYNOLDS,Inside,Inside
9/17/2015,0000-1111  ,DECK TEST,SACRAMENTO,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANDREA.REYNOLDS,Inside,Inside
3/16/2015,0000-1111T ,YAKIMA TEST,TOPPENISH,WA,5.062343597,3809.8765,11.58363628,46334.54514,86173.6941,17022.49017,4000,0,0,0,0,0,0,5.062343597,0,0,ANDREA.REYNOLDS,Inside,Inside
2/9/2016,0000-1234  ,BARREL TEST,WOODLAND,CA,0.093142845,59.711,0.018774621,75.09848475,213.0108,2286.926071,4000,0,0,0,0,0,0,0.093142845,0,0,ANDREA.REYNOLDS,Inside,Inside
3/9/2015,0000-1983  ,WINCO TEST,SACRAMENTO,CA,76.92201445,58714.9746,9.927125722,39708.50289,130890.4556,1701.599425,4000,0,0,30.61480522,0.807408035,0,44.73535919,0,0,0,ANDREA.REYNOLDS,Inside,Inside
2/18/2013,0013-0001,TEST,BEAVERTON,OR,12.24161677,9606.0897,1.05131821,4205.272838,17322.6064,1415.058707,4000,0,0.143400595,0,8.592017174,0,0,0,0,0,CHASITY.HAND,Inside,Inside
3/2/2017,0014-0-00DS,DARIEN SHANNON - TEST JOB,KENNEWICK,WA,4.666814618,3412.9612,0.358490817,1433.963269,6074.7974,1301.701031,4000,0,2.484390259,0.645071507,0.931360245,0,0,0,0.085508399,0,,Johnny Martinez,Darien Shannon
12/17/2014,0014-0381  ,NAVAJO NATION JUSTICE CENTER,CHINLE,AZ,0.791850701,698.3715,0.122370437,489.4817472,1603.9434,2025.562897,4000,0,0.680238068,0,0,0,0,0,0,0,HEIDI.MCALEXANDER,Chris Varner,Jason Sibley 
3/27/2015,0015-0129  ,TEST,FOUNTAIN HILLS,AZ,11.96195295,8875.29,1.786420643,4057.916462,21155.7179,1768.583942,2271.53469,0,6.267011166,0,0,0,4.802244186,0,0,0,HEIDI.MCALEXANDER,Mike Powell ,Lani Fabel
3/1/2016,0016-0153  ,MAMA LINDA'S BAKERY,PHOENIX,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEIDI.MCALEXANDER,Inside,Inside
11/9/2016,0016-0660  ,WEBER DRIVE MEDICAL MARIJUANA CULT,CHANDLER,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAIMIE.WALLACE,Mike Powell ,Inside
5/19/2011,0111-0001,HELAIE - DEWATERING & HARVESTING AREA,GILBERT,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DANENDI,David Laylon,David Laylon
9/6/2011,0111-0002,MARIPOSA PORT OF ENTRY ADOT ADDITION,NOGALES,AZ,10.72125578,9747.3411,1.900909141,2851.363711,17802.5782,1660.493749,1500,0.355027109,0,0,0,0,0,8.572733879,0,0,JASON.SIBLEY,Ken Smith,Chris Cline
9/28/2011,0111-0003,JBS TOLLESON KV,TOLLESON,AZ,21.33239431,17803.4296,2.9894557,298.94557,26099.5767,1223.471511,100,0,0,11.6214056,0,0,7.628875732,0,0,0,JASON.SIBLEY,Jim Fowler,Jim Fowler
11/11/2011,0111-0004,YRMC EMERGENCY,PRESCOTT VALLEY,AZ,14.58984649,11430.5482,1.156477213,4625.908852,19289.7247,1322.133493,4000,0,13.53836441,0,0,0,0,0,0,0,TIFFANY.MORRIS,Chris Varner,Customer List
2/24/2011,0111-0011,DAVIS MONTHON HANGER - BENHAM DESIGN,TUSCON,AZ,41.47811007,32672.1079,10.28752333,41201.53093,115305.4308,2779.91043,4005,0,7.55728817,0,0,0,0,29.33618164,0,0,CHRIS.CLINE,Inside,Inside
8/18/2011,0111-0166,PROFILE PRECISION,PHOENIX,AZ,46.6000279,39203.6136,5.054645777,25.27322888,58289.6725,1250.850592,5,0,26.11311913,0,0,0,17.41677284,0,0,0,CHRIS.CLINE,Ken Smith,Ken Smith
11/18/2011,0111-0188,TREE DOCTOR,GILBERT,AZ,1.719614726,1381.7923,0.218250006,874.5277758,2847.1821,1655.709304,4007,0,1.570022583,0,0,0,0,0,0,0,JASON.SIBLEY,Ken Smith,Customer List
9/23/2011,0111-0194,BARREL O FUN,PHOENIX,AZ,1.137444459,961.7208,0.170900188,170.9001884,1594.0117,1401.397394,1000,0,0,0.674966574,0,0,0.387609392,0,0,0,JASON.SIBLEY,Ken Smith,Ken Smith
11/15/2011,0111-0238,MITEK,TOLLESON,AZ,330.4940754,258224.4963,41.19569588,164782.7835,561492.397,1698.948449,4000,0,0,0,216.9300537,0,91.13000488,0,0,0,ANDREA.REYNOLDS,Ken Smith,Ken Smith
6/3/2011,0111-2000,ACT - DECK ONLY,PHOENIX,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DANENDI,Inside,Customer List
8/2/2011,0111-2001,WINCO #108,PHOENIX,AZ,191.8776073,160983.6517,17.32401657,1732.401657,210420.2506,1096.63787,100,0,123.2410507,0,0,0,55.29498672,0,0,0,CHRIS.CLINE,Mike Thompson,David Saarela
10/3/2011,0111-2001R,WINCO #108 SHOP REBUILD,PHOENIX,AZ,2.922308207,2447.7722,0.312869281,0,3258.6585,1115.097474,0,0,2.922308207,0,0,0,0,0,0,0,KURT.VOIGT,Customer List,Customer List
8/2/2011,0111-2002,WINCO #109,GLENDALE,AZ,191.5471251,161245.9831,20.33137059,2033.137059,219372.4182,1145.266044,100,0,100.3573685,0,0,0,67.57696533,3.414834023,0,0,CHRIS.CLINE,Mike Thompson,David Saarela
8/24/2011,0111-2003,JBS TOLLESON,TOLLESON,AZ,121.0446691,125944.817,17.30788124,6057.758433,176243.5535,1456.02078,350,0,0,0.884284317,77.53898621,0,3.585570097,37.64318085,0,0,CHRIS.CLINE,Jim Fowler,Jim Fowler
4/10/2012,0112-0001,DAVIS MONTHAN AFB AMARG HANGAR,TUSCON,AZ,64.02910173,54728.2522,7.076514721,3538.25736,80432.73,1256.190198,500,0,29.65353584,0,26.30158806,0,0,0,0,0,JAMES.KLINGERMAN,Victor Karl,James Klingerma
4/25/2012,0112-0002,DAVIS-MONTHAM AFB HC- 130J AERIAL FAC,TUCSON,AZ,40.05626237,33975.5211,4.733136326,7099.704489,54736.3416,1366.486496,1500,1.247717738,5.741819859,0,29.46675301,0,0,0,1.394075513,0,TIFFANY.MORRIS,Ruben Hernandez,Lani Fabel
5/24/2012,0112-0003,DAVIS MONTHAN AFB ED-130H SIMULATOR,TUCSON,AZ,84.42736167,72783.1683,11.62775207,5813.876033,109066.8134,1291.84202,500,10.81356144,31.46640968,18.87518692,18.1019001,0,0,0,0,0,ANDREA.REYNOLDS,Ruben Hernandez,Lani Fabel
5/30/2012,0112-0004,56TH FIGHTER WING LUKE AFB -F-35 CENTER,GLENDALE,AZ,197.9880219,169824.4063,21.92495346,5481.238365,233657.1156,1180.157837,250,8.779884338,48.80452347,63.24147797,65.35158539,0,0,0,0,0,TIFFANY.MORRIS,Ruben Hernandez,Lani Fabel
6/8/2012,0112-0006,F35 AMU BUILDING,LUKE AFB,AZ,3.76651451,3320.8241,0.61227262,1224.54524,6265.0026,1663.342218,2000,3.004427195,0,0,0,0,0,0,0.186219782,0,ANNALISA.STARK,Chris Cline,Customer List
6/11/2012,0112-0007,56TH FIGHTER WING LUKE AFB MAINT UNIT,MARICOPA COUNTY,AZ,3.934579447,3405.6765,0.61681813,1233.63626,6407.9741,1628.629994,2000,3.011167049,0,0,0,0,0,0,0.232619658,0,ANNALISA.STARK,Kelly Robins,Lani Fabel
6/15/2012,0112-0008,DAVIS MONTHAN AFB HYDRANT FUEL SYSTEM,TUCSON,AZ,7.797497272,6698.6937,1.449471533,362.3678833,10781.0081,1382.624158,250,2.067311049,5.188754082,0,0,0,0,0,0,0,ANNALISA.STARK,Mike Thompson,Lani Fabel
6/26/2012,0112-0009,NORTH TRANSIT,PHOENIX,AZ,0.62164823,530.7519,0.109374985,1312.499821,2140.9893,3444.052758,12000,0.520063818,0,0,0,0,0,0,0,0,TIFFANY.MORRIS,Chris Cline,Chris Cline
7/5/2012,0112-0010,56TH FIGHTER WING LUKE AFB - F35 SQUADRO,GLENDALE,AZ,19.20703435,15943.1443,2.553753495,638.4383738,24555.0808,1278.442072,250,7.478295326,6.782444954,0,0,0,0,0,2.34181881,0,JAMES.KLINGERMAN,Chris Cline,James Klingerma
12/5/2012,0112-0011,LUKE AFB F-35 SQUADRON OPERATIONS FACILI,GLENDALE,AZ,38.89762211,30703.6765,7.217963696,7217.963696,56654.8681,1456.512379,1000,4.095775604,30.60107994,0,0,0,0,0,0,0,SHERI.WOOLSEY,Mike Powell ,Dan Bigrigg
4/23/2012,0112-0090  ,CHOLLA POWER PLANT,WEST JORDAN,UT,5.404384306,4653.6619,0.685640097,3428.200483,9921.3374,1835.794207,5000,2.313200235,2.613630772,0,0,0,0,0,0,0,ANDREA.REYNOLDS,Chris Cline,Chris Cline
6/28/2012,0112-0109  ,FIESTA DISTRICT POLICE STATION,MESA,AZ,32.17474106,27081.9411,4.848877907,2424.438953,42339.4174,1315.920999,500,3.261996269,6.88710022,9.612791061,0,0,8.87771225,0,0,0,TIFFANY.MORRIS,Chris Cline,Chris Cline
5/30/2012,0112-0125  ,SIMULATOR/TRAINING OP,TUSCON,AZ,35.21188962,30149.6712,4.216111831,3162.083874,44304.4516,1258.224198,750,0,0,0.549727798,31.32374763,0,2.311560154,0,0,0,ANDREA.REYNOLDS,Chris Cline,Customer List
9/4/2012,0112-0133  ,WIDE RUINS SCHOOL,WIDE RUINS,AZ,65.16010797,54381.9869,7.774090737,194.3522684,75567.7951,1159.724829,25,0.381265819,39.28511047,0,7.22935915,0,12.43554115,0,0,0,HEIDI.MCALEXANDER,Chris Cline,Jason Sibley 
7/13/2012,0112-0155  ,F-35 SQUAD OPS,LUKE AFB,AZ,11.48304082,9781.9477,1.937249959,1937.249959,16948.1059,1475.924902,1000,7.477224827,2.097478628,0,0,0,0,0,0.177525535,0,ANNALISA.STARK,Chris Cline,Customer List
7/24/2012,0112-0158  ,GILA RIVER INDIAN COMM MULTIPURPOSE BLDG,PHOENIX,AZ,31.39092593,26117.8389,4.737658914,2368.829457,41097.0826,1309.202624,500,0.207506225,10.97786045,4.023047924,13.30442619,0,0,0,0,0,ANNALISA.STARK,Chris Cline,Andrea Reynolds
7/18/2012,0112-0160  ,LUKE AFB PROJECT,LUKE AFB,AZ,65.05910259,54392.0763,8.406537533,16813.07507,93575.2749,1438.311799,2000,9.193639755,51.4366684,0,0,0,0,0,0.469805539,0,ANNALISA.STARK,Victor Karl,Victor Karl
8/22/2012,0112-0186  ,DEPT OF VETERANS AFFAIRS SOUTHEAST HEALT,GILBERT,AZ,43.27175556,36871.0344,6.973556489,1394.711298,56655.9085,1309.304598,200,1.330506086,20.78742599,0,0,0,16.5321579,0,0,0,SHERI.WOOLSEY,Chris Cline,Andrea Reynolds
10/24/2012,0112-0236  ,F STAR BUCKEYE BUSINESS CENTER,PHOENIX,AZ,1195.894983,950092.0366,129.5190697,64759.53484,1378146.876,1152.397908,500,0,0,442.4937439,243.2603149,0,360.8851624,0,0,0,HEIDI.MCALEXANDER,Mike Powell ,Customer List
4/1/2013,0112-0263  ,NAVAJO COUNTY JAIL EXPANSION & REMODEL,HOLBROOK ,AZ,12.35181794,10761.3014,1.935363442,-1747.555193,14288.2507,1156.773098,-902.9597,0.899107933,9.24980545,0,0,0,0,0,0,0,JAIMIE.WALLACE,Mike Powell ,Lani Fabel
1/15/2013,0113-0001,F STAR BUCKEYE BUSINESS CENTER,PHOENIX,AZ,1217.966501,967718.4897,133.6286106,13362.86106,1485319.554,1219.507723,100,0,0,557.5042725,150.3213043,0,360.8851624,0,0,0,HEIDI.MCALEXANDER,Mike Powell ,Lani Fabel
2/13/2013,0113-0002,PAPAGO MILITARY RESERVATION READINESS,PHOENIX,AZ,60.95178665,48063.4909,6.893244386,9133.548811,75937.6063,1245.863501,1325,2.803458691,52.29212952,0,0,0,0,0,0.262504756,0,TIFFANY.MORRIS,Mike Powell ,Jason Sibley 
6/5/2013,0113-0004,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TIFFANY.MORRIS,Mike Powell ,Jason Sibley 
7/29/2013,0113-0005,VA PRESCOTT MENTAL HEALTH,PRESCOTT ,AZ,9.048167638,6799.7849,1.228049109,1135.945426,11639.9354,1286.441174,925,0.04365354,7.157097816,0,0,0,0,0,0.932582676,0,HEIDI.MCALEXANDER,Mike Powell ,Lani Fabel
11/20/2013,0113-0025  ,DESERT STORM ELITE,SCOTTSDALE,AZ,32.53961992,26933.5688,3.691648006,-7455.372856,34262.2324,1052.938924,-2019.5243,0,0,0,31.21329498,0,0,0,0,0,JAIMIE.WALLACE,Mike Powell ,Jason Sibley 
2/7/2013,0113-0031  ,PREDATOR LAUNCH,FORT HUACHUCA,AZ,16.54206464,13018.9666,2.359007373,9436.029494,28768.6418,1739.120384,4000,0.305637568,14.15624046,0,0,0,0,0,0,0,HEIDI.MCALEXANDER,Chris Cline,Customer List
7/17/2013,0113-0143  ,"CHINLE CORRECTIONS, COURTS, LAW ENFORCE.",CHINLE,AZ,10.46867138,8881.6753,1.176500015,-3787.033192,8456.2006,807.7625414,-3218.8977,0.433852583,1.170819998,2.570675373,4.340878963,0,0,0,0,0,JAIMIE.WALLACE,Mike Powell ,Lani Fabel
1/7/2014,0113-0170  ,THE GROVE PHASE II,CHANDLER,AZ,23.88378555,20890.838,3.26852271,-2356.889562,27342.8291,1144.828111,-721.0871,0.762193203,6.190163612,0,14.22454166,0,0,0,0,0,JAIMIE.WALLACE,Mike Powell ,Jason Sibley 
1/8/2014,0113-0205  ,PS4 ASU,TEMPE,AZ,33.75305757,28627.3675,4.669427156,-733.1346173,41110.0896,1217.966388,-157.0074,0,0,12.33061886,0,0,14.19757843,0,0,0,JAIMIE.WALLACE,Mike Powell ,Jason Sibley 
11/25/2013,0113-0206  ,BROADWAY ACADEMIC BLDG. SCNM,TEMPE,AZ,23.68552526,21600.8743,3.133721411,-1005.438533,33370.4399,1408.89592,-320.8449,0,12.89398575,0,0,0,7.63684845,1.813132167,0,0,JAIMIE.WALLACE,Mike Powell ,Inside
11/7/2013,0113-0208  ,FRIENDSHIP HOUSE AT ROYAL OAKS,SUN CITY ,AZ,35.6258707,30390.7921,4.034825653,-933.0098561,40301.5711,1131.244523,-231.2392,0,1.766821384,30.59223938,0.332094431,0,0,0,0,0,JAIMIE.WALLACE,Mike Powell ,Johnny Martinez
1/21/2014,0113-0212  ,AZ PARTSMASTER,PHOENIX,AZ,28.73937201,24605.1362,4.017812669,270.7784759,34806.1894,1211.097771,67.3945,0,0,3.579217672,12.653018,0,11.40097427,0,0,0,JAIMIE.WALLACE,Mike Powell ,Lani Fabel
11/25/2013,0113-0213  ,L&H INDUSTRIAL,TEMPE,AZ,3.203340262,2745.4074,0.367772698,-906.9506439,2860.37,892.9335524,-2466.063,0,2.808282375,0,0,0,0,0,0,0,JAIMIE.WALLACE,Mike Powell ,Mike Powell 
12/5/2013,0113-0214  ,MESA INDUSTRIES,MESA,AZ,4.709230989,4143.0616,0.43005681,-1118.327342,5308.9501,1127.349691,-2600.4177,0,4.39091301,0,0,0,0,0,0,0,JAIMIE.WALLACE,Mike Powell ,Inside
10/1/2013,0113-0223  ,AV-AIR SPEC PRELIM,CHANDLER,AZ,70.70922323,60854.9278,8.955689907,-6006.406585,77903.8458,1101.749422,-670.6805,0,0,42.14693069,0,0,20.88481712,0,0,0,JAIMIE.WALLACE,Mike Powell ,Customer List
10/23/2013,0113-0250  ,SALT RIVER PIMA-MARICOPA INDIAN COMMUNIT,MESA,AZ,20.87234688,17488.3257,2.171420559,1519.994392,25173.9823,1206.092561,700,0.573965311,0,17.67090034,0,0,0,0,0,0,HEIDI.MCALEXANDER,Mike Powell ,Jason Sibley 
1/23/2014,0113-0252  ,NAVAJO COUNTY PUBLIC WORKS,HOLBROOK,AZ,7.302433133,6400.5802,1.482204467,984.1323336,11214.0201,1535.655294,663.9653,1.751519322,4.804134846,0,0,0,0,0,0,0,JAIMIE.WALLACE,Mike Powell ,Jason Sibley 
