Job Number,Job Name,Customer,Sold,Cust Number,J.QTY(Base),Grd.QTY(Base),J.Tons(Base),J.Sell Price(Base),BOJ.Sell Price(Base),D.Tons(Base),D.Sell Price(Base),BOD.Sell Price(Base),BOCstBms QTY(Base),BOCstBms Sell Price(Base),J.QTY(Alt),Grd.QTY(Alt),J.Tons(Alt),J.Sell Price(Alt),BOJ.Sell Price(Alt),D.Tons(Alt),D.Sell Price(Alt),BOD.Sell Price(Alt),BOCstBms QTY(Alt),BOCstBms Sell Price(Alt),J.QTY(Ded),Grd.QTY(Ded),J.Tons(Ded),J.Sell Price(Ded),BOJ.Sell Price(Ded),D.Tons(Ded),D.Sell Price(Ded),BOD.Sell Price(Ded),BOCstBms QTY(Ded),BOCstBms Sell Price(Ded),J.Tons Sold,D.Tons Sold,BOCstBms.Tons Sold,J. Sold Amnt,D. Sold Amnt,BOCstBms. Sold Amnt,SalesPerson,TakeOffPerson,Quote SalesPerson,Quote TakeOffPerson,BO Deck Sell.,BO Deck Profit,Quote Page Tot.,City,State,Job Last Changed,Quote DSM
0116-0016  ,BRIAN GARCIA WELCOME CENTER,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,7.84,9361.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,9361.6,PHOENIX,AZ,8/19/2016,
0116-0017  ,GCU REC CENTER EXPANSION,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,23.01,24113.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,24113.09,PHOENIX,AZ,1/5/2016,
0116-0020  ,KIDS INCORPORATED,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,1.88,3002.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,3002.22,PHOENIX,AZ,2/2/2016,
0116-0021  ,ENTERPRISE RENT-A-CAR SCOTTSDALE,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,1.51,1995.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,1995.7,SCOTTSDALE,AZ,1/5/2016,
0116-0009  ,VISION WORKS AT THE PAVILIONS,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,0.77,1890.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,1890.87,SALT RIVER PIMA ,AZ,2/4/2016,
0116-0023  ,THE NEW AMERICA SCHOOL,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,23.86,25966.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,25966.61,PHOENIX ,AZ,1/25/2016,
0116-0026  ,HOPE COLLEGE & CAREER READINESS ACADEMY,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,60.01,54723.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,54723.82,PHOENIX,AZ,1/6/2016,
0116-0027  ,ROADRUNNER ELEMENTARY SCHOOL,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,27.98,29124.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,29124.3,PHOENIX,AZ,2/4/2016,
0116-0030  ,AZ 202 SHOPS C ,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,21.29,22638.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Customer List,0,0,22638.88,CHANDLER,AZ,4/6/2016,
0116-0033  ,RA SUSHI,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,2.21,2524.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,2524.72,SCOTTSDALE,AZ,1/8/2016,
0116-0035  ,SURPRISE GETAWAY TRAINING CENTER ,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,35.83,36914.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Customer List,0,0,36914.4,SURPRISE ,AZ,1/11/2016,
0116-0036  ,DISCOVERY BUSINESS CAMPUS ,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,176.64,170528.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,170528.47,TEMPE,AZ,1/11/2016,
0116-0037  ,HANNA COMMERCIAL CENTER ,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,2.79,3105.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Chris Cline,Customer List,0,0,3105.12,GILBERT,AZ,11/11/2016,
0116-0037  ,HANNA COMMERCIAL CENTER ,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,5.76,7113.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Customer List,0,0,7113.58,GILBERT,AZ,11/11/2016,
0116-0037  ,HANNA COMMERCIAL CENTER ,ALL THINGS METAL ,No,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,0,GILBERT,AZ,11/11/2016,Mike Powell 
0116-0038  ,QUEEN CREEK HIGH SCHOOL ADDITIONS,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,33.71,33730.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,33730.26,QUEEN CREEK ,AZ,1/12/2016,
0116-0039  ,FANN RESIDENCE,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,8.82,10477.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,10477.78,PRESCOTT,AZ,1/12/2016,
0116-0040  ,FLIPSWITCH,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,7.51,8515.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Customer List,0,0,8515.75,CHANDLER,AZ,1/13/2016,
0116-0041  ,HANNA COMMERCIAL CENTER ,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,5.84,8923.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Jorge Vasquez,0,0,8923.41,GILBERT ,AZ,7/7/2016,
0116-0042  ,SCOTTSDALE MCCORMICK RANCH SURGERY,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,6.24,6940.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Customer List,0,0,6940.34,SCOTTSDALE,AZ,3/15/2016,
0116-0043  ,SELF REALIZATION FELLOWSHIP,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,7.54,8087.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Customer List,0,0,8087.1,PHOENIX,AZ,1/13/2016,
0116-0044  ,APACHE JUNCTION CANOPY,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,1.16,1673.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Customer List,0,0,1673.52,APACHE JUNCTION ,AZ,1/13/2016,
0116-0045  ,PCH MEDICAL OFFICE BLDG ,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,41.26,39375.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Customer List,0,0,39375.82,AVONDALE,AZ,1/13/2016,
0116-0046  ,MOUNTAIN VIEW VILLAGE BLDG.2 ,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,46.18,45013.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,45013.2,PHOENIX,AZ,3/9/2016,
0116-0048  ,PROJECT OASIS,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,90.37,78960.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,78960.98,GLENDALE,AZ,1/15/2016,
0116-0049  ,CHANDLER VERIDIAN SD,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,8.33,8933.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,8933.3,CHANDLER,AZ,8/18/2016,
0116-0049  ,CHANDLER VERIDIAN SD,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,8.33,9807.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Daniela Saldana,0,0,9807.39,CHANDLER,AZ,8/18/2016,
0116-0050  ,AT STILL UNIVERSITY ACADEMIC BLDG & GARA,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,412.18,403080.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,403080.19,MESA,AZ,1/18/2016,
0116-0051  ,EARNHARDT LEXUS ON CAMELBACK,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,68.49,59590.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,59590.92,PHOENIX,AZ,1/15/2016,
0116-0052  ,ALA PAYSON,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,41.72,41961.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,41961.42,PAYSON,AZ,1/18/2016,
0116-0054  ,COCHISE CENTER ,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,4.45,4906.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,4906.3,SIERRA VISTA,AZ,1/15/2016,
0116-0055  ,COPPER QUEEN FSED,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,11.7,11984.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,11984.44,DOUGLAS,AZ,6/16/2016,
0116-0061  ,WAYPOINT PHASE 2,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,163.52,146803.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,146803.11,MESA,AZ,1/19/2016,
0116-0062  ,LAVEEN MEDICAL VILLAGE ,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,63.08,62363.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Customer List,0,0,62363.69,LAVEEN,AZ,1/20/2016,
0116-0063  ,ST FRANCIS IN THE FOOTHILLS,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,6.38,6661.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,6661.85,PHOENIX,AZ,1/20/2016,
0116-0063  ,ST FRANCIS IN THE FOOTHILLS,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,6.56,6393.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Customer List,0,0,6393.4,PHOENIX,AZ,1/20/2016,
0116-0064  ,SUBZERO GOODYEAR EXPANSION,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,584.24,461418.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,461418.34,GOODYEAR,AZ,1/20/2016,
0116-0066  ,THE PREMIER AT DANA PARK,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,1,1771.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,1771.9,MESA,AZ,1/20/2016,
0116-0069  ,BRAKE MASTERS,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,12.09,12494.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,12494.52,TUCSON,AZ,1/25/2016,
0116-0070  ,GILBERT SPECTRUM BLDG 1,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,70.14,67494.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,67494.2,GILBERT,AZ,6/24/2016,
0116-0070  ,GILBERT SPECTRUM BLDG 1,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,364.52,439376.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Customer List,0,0,439376.44,GILBERT,AZ,6/24/2016,
0116-0071  ,ODYSSEY PREP ACADEMY,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,11.94,13060.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,13060.44,BUCKEYE,AZ,1/22/2016,
0116-0072  ,HOLIDAY INN & SUITES,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,68.08,68976.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Customer List,0,0,68976.71,SCOTTSDALE,AZ,1/22/2016,
0116-0073  ,CLIFF CASTLE CASINO - DREAM CATCHER HOTE,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,129.7,123845.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,123845.84,CAMP VERDE,AZ,1/25/2016,
0116-0075  ,UNIVERSITY OF ARIZONA ,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,1.57,2252.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Customer List,0,0,2252.64,TUCSON,AZ,1/25/2016,
0116-0076  ,TEMPE HILTON GARDEN INN,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,14.9,14655.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,14655.67,TEMPE,AZ,6/2/2016,
0116-0076  ,TEMPE HILTON GARDEN INN,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,41.38,55547.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Customer List,0,0,55547.79,TEMPE,AZ,6/2/2016,
0116-0077  ,W & W DECK,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,0.5,1101.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,1101.5,PHOENIX,AZ,1/25/2016,
0116-0078  ,PLANET FITNESS AT SOUTH MOUNTAIN CROSS,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,2.8,4767.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,4767.96,PHOENIX,AZ,3/23/2016,
0116-0079  ,WELLS FARGO PARKING GARAGE,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,37.63,34892.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,34892.84,TEMPE,AZ,6/2/2016,
0116-0079  ,WELLS FARGO PARKING GARAGE,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,37.64,46145.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Customer List,0,0,46145.87,TEMPE,AZ,6/2/2016,
0116-0080  ,ENTERPRISE RENT A CAR,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,1.27,1782.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,1782.26,TUCSON ,AZ,1/27/2016,
0116-0081  ,CSL PLASMA NEW CENTER,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,0.92,1618.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,1618.39,SAN LUIS,AZ,6/6/2016,
0116-0082  ,TOQC PUBLIC SAFETY & NEW FIRE STATION,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,50.74,53531.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,53531.05,QUEEN CREEK,AZ,5/31/2016,
0116-0082  ,TOQC PUBLIC SAFETY & NEW FIRE STATION,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,104.5,139051.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Customer List,0,0,139051.7,QUEEN CREEK,AZ,5/31/2016,
0116-0083  ,LAKERIDGE PLAZA PHASE II,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,68.07,65614.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,65614.95,SHOWLOW,AZ,2/23/2016,
0116-0084  ,AMERICA SCHOOL PHOENIX,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,11.73,12514.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,12514.95,PHOENIX,AZ,1/29/2016,
0116-0085  ,BARBARA ANTONSEN MEMORIAL PARK ,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,6.29,6873.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Customer List,0,0,6873.38,TUCSON,AZ,1/29/2016,
0116-0087  ,BILTMORE,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,68.83,73356.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,73356.91,PHOENIX,AZ,1/29/2016,
0116-0088  ,CENTER OF ATHLETIC PERFORMANCE,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,28.86,31593.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,31593.56,SCOTTSDALE,AZ,8/25/2016,
0116-0056  ,MOUNTAIN VIEW VILLAGE,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,21.12,20713.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,20713.29,MESA,AZ,1/18/2016,
0116-0058  ,DBC BUILDING 94 RENOVATIONS,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,10.28,10413.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,10413.18,TEMPE,AZ,1/18/2016,
0116-0059  ,HOLIDAY INN EXPRESS,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,1.71,2036.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Customer List,0,0,2036.77,PHOENIX,AZ,1/19/2016,
0116-0089  ,17 NORTH CORPORATE CENTER,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,330.54,291723.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,291723.62,PHOENIX,AZ,2/23/2016,
0116-0090  ,COUNTRY GARDENS SCHOOL,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,18.16,17783.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,17783.6,LAVEEN,AZ,2/1/2016,
0116-0092  ,CHAMPION 3,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,16.34,22722.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,22722.93,SAN TAN VALLEY ,AZ,3/16/2016,
0116-0093  ,SUBARU SUPERSTORE ,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,58.73,56147.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Inside,Inside,0,0,56147.88,SURPRISE,AZ,2/2/2016,
0116-0094  ,UNITED METAL DECK LIST ,NEW MILLENNIUM- JZ,No,74,0,0,0,0,0,8.1,8168.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Customer List,0,0,8168.21,GLENDALE,AZ,2/16/2016,
0116-0094  ,UNITED METAL DECK LIST ,UNITED METAL DECK LLC,No,969,0,0,0,0,0,4.05,3904.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mike Powell ,Customer List,0,0,3904.47,GLENDALE,AZ,2/16/2016,Inside
